Neighbourhood Number,Friendly Name,Description,geom
2360,Industrial Heights,This non-residential neighbourhood is largely commercial or industrial in nature.  Neighbourhood census data is not currently available.,"MULTIPOLYGON (((-113.4347345623803 53.57823885735495, -113.4357615014453 53.578085118172, -113.43694038653643 53.57807332336037, -113.44210463445678 53.578083220944066, -113.44297931155991 53.57831705186885, -113.44452808461244 53.578319312134724, -113.44680446595018 53.57832207824476, -113.44802276012382 53.578331834282764, -113.44865092239567 53.578368647042694, -113.44883307287104 53.57838586521515, -113.44933020212316 53.578467473444675, -113.44898464844654 53.578682982675545, -113.44533326252063 53.580963749608166, -113.44279007980224 53.582551858572266, -113.44067570516263 53.58387178587431, -113.44004753972636 53.583870078506266, -113.43065445993673 53.583866878349006, -113.4185231900127 53.58389173850579, -113.41829621245797 53.583890902081855, -113.4183066886723 53.58249882494137, -113.42063468388245 53.58248931181814, -113.423249221082 53.582380981898574, -113.42553759218097 53.58217312789203, -113.42760561325433 53.58174531294697, -113.42951966587525 53.581043149225096, -113.43189537013043 53.57987339316695, -113.43320171513038 53.57888687815785, -113.43380131093299 53.578539418952346, -113.4347345623803 53.57823885735495)))"
3382,River Valley Laurier,This non-residential neighbourhood forms part of Edmonton's North Saskatchewan River Valley and Ravine urban parkland system.  Neighbourhood census data is not currently available.,"MULTIPOLYGON (((-113.57667123259607 53.5081099821124, -113.57664836249002 53.50809901230682, -113.57662400890823 53.50808924290406, -113.57659834865447 53.508080744828405, -113.57657156801837 53.50807357977428, -113.57654386142302 53.508067799758756, -113.57651543001353 53.50806344674364, -113.57648648019682 53.50806055233107, -113.57645722214318 53.50805913753386, -113.57642786826051 53.50805921262321, -113.57639863165245 53.508060777053956, -113.57619097553811 53.50807722021196, -113.57636067797493 53.507511996262615, -113.57577716330727 53.50755692650564, -113.5753803738054 53.507435595636196, -113.57458309980466 53.507496983328146, -113.57419822179095 53.50753765393001, -113.57383739648745 53.507689672617424, -113.57345540943003 53.50774391072598, -113.57308641593983 53.50785790506926, -113.57274086183857 53.50790591857452, -113.57238718601754 53.50791178423498, -113.57198736589795 53.50784190256378, -113.57159786849081 53.507618784212255, -113.57119234005302 53.50763370705252, -113.57078694455622 53.50764587877638, -113.57037899016639 53.507696364977484, -113.56971493116052 53.507736490444735, -113.56909896340291 53.507832246264286, -113.56800060238308 53.507813918249475, -113.56860172838192 53.50820662284141, -113.56910162011826 53.50954769546696, -113.56914249503538 53.50989603608789, -113.56940514378503 53.51028041283246, -113.57205343789236 53.51097099854981, -113.57486336596409 53.5106582650273, -113.57650244559613 53.5112730495621, -113.57851775732878 53.511272414242995, -113.57959486764076 53.51161544680731, -113.57963813054516 53.51156715536015, -113.58069175456023 53.5119026905679, -113.58541343792731 53.51190656902074, -113.58571201846777 53.511871086996535, -113.5860155320309 53.51175340710492, -113.58836528278823 53.51157657827684, -113.59017086775845 53.511545720155226, -113.59034875864582 53.51154384454732, -113.59034667951903 53.511929240938635, -113.59034817649611 53.51236141018242, -113.59019934137504 53.51236017870869, -113.58656985147714 53.51236141891131, -113.5849779144317 53.512638692814186, -113.5833991078896 53.513204586455544, -113.5833022535505 53.51330416985293, -113.58325403778096 53.513355791849094, -113.58316599167594 53.51371133547284, -113.58357431938079 53.51397992185008, -113.58847812818018 53.51520062420105, -113.59019168196212 53.51534532444554, -113.59034280455316 53.51535793997961, -113.59034179168334 53.51559159355439, -113.59019103535248 53.515591533747354, -113.5894352825547 53.51559061483388, -113.58835318246066 53.51559079363143, -113.58380639544647 53.514549232825146, -113.58284018007286 53.514548619851844, -113.5828399394091 53.514953867001026, -113.58306390848841 53.515135157771375, -113.58306571648609 53.51546312214568, -113.5831115920104 53.51549054534381, -113.58311102285576 53.515909567313116, -113.58310996525063 53.51605582833341, -113.5827541498606 53.51604402759688, -113.58258455698983 53.516031900884684, -113.58245090116964 53.51599860452969, -113.58239487337117 53.515943396990416, -113.58236879311941 53.51587054827547, -113.582375074586 53.51523172279765, -113.58240368427806 53.515047266794774, -113.5824113502344 53.51442207951915, -113.58207047097366 53.51419672463251, -113.58112195180853 53.513582762184775, -113.58032427862284 53.513702652105216, -113.57959769181858 53.513873461870425, -113.57919936720505 53.51405013775237, -113.57878676266427 53.514345147970175, -113.57846934375837 53.51472724327919, -113.5779670028397 53.51474203194365, -113.57770270203228 53.514741080298684, -113.57768783215086 53.51418014762977, -113.57756064910657 53.51378653327827, -113.57730635226424 53.51331789490214, -113.57696318709596 53.512893136833135, -113.57657162726949 53.51257173941771, -113.57628220818789 53.51239714661783, -113.57598242288414 53.51226312879328, -113.5755819047845 53.51217709478899, -113.5750554411902 53.512154838903555, -113.57180600579177 53.512202235732346, -113.57092852996823 53.5122222569354, -113.5704761790573 53.51220573948878, -113.57001317644082 53.51214450254271, -113.56945681472527 53.51201527713753, -113.56890752846323 53.51176078544696, -113.56834263786321 53.51140581141471, -113.56741142998848 53.51084430252512, -113.5671765133352 53.51066795563151, -113.56702851753896 53.5104291848795, -113.56656362567357 53.509412856918054, -113.56645820324866 53.509288034966886, -113.56628923437106 53.50917773081095, -113.5660718900369 53.5091105742901, -113.56583255974438 53.50907652145074, -113.56557265728142 53.50908848215816, -113.56540282149014 53.50912562986671, -113.56311965953913 53.50993225597037, -113.56277098238718 53.51012682426099, -113.56235691436551 53.510456970608125, -113.56225556892032 53.51065006871271, -113.56232024433815 53.510821113180384, -113.56245989554289 53.5109482178154, -113.5631902569713 53.51138886892022, -113.56210102413564 53.51201057284345, -113.56157559442414 53.511713631408625, -113.56115973173003 53.51157391344094, -113.56077621418801 53.51150933149164, -113.5604034414921 53.511499333169226, -113.56010116209546 53.51155647597106, -113.5598237983347 53.51166943158304, -113.55963870662667 53.51180717355997, -113.55948317220953 53.512032989846375, -113.55785839239887 53.51285604838577, -113.55775906471364 53.51298670486278, -113.55777596540955 53.51364190618856, -113.55950200674995 53.513654853443356, -113.5609758255962 53.513648850575215, -113.5609737973145 53.51433755023629, -113.55951234785614 53.51433757866887, -113.55929094090104 53.514337949913184, -113.55812121675098 53.514587094942065, -113.55812427982403 53.514493918613994, -113.55762046983246 53.514069268586994, -113.55685903035146 53.51406912839877, -113.55685929698704 53.51374050802901, -113.55582473014478 53.51374029851439, -113.55546081916468 53.51374482143377, -113.5551206194181 53.51359416461966, -113.55188249969477 53.51273817236013, -113.5517040901925 53.51263234740946, -113.54974954147922 53.51211114548852, -113.54960004031626 53.51201169602401, -113.546139973861 53.51200902374709, -113.54477112230974 53.51200778436471, -113.54282369370318 53.51202885117739, -113.54328058582938 53.5115307511949, -113.54435228070652 53.51058568325011, -113.54590702782549 53.50958491668475, -113.54745955709252 53.508785457892635, -113.549543046148 53.50795921838193, -113.55138158139515 53.50747717181558, -113.55373289636972 53.50715049997143, -113.55795168858737 53.50688691212592, -113.56661970151274 53.506440785539844, -113.5693410379035 53.50628618133498, -113.5724351604906 53.50604595200218, -113.57501482652717 53.50572003637382, -113.57804469154206 53.50511112572899, -113.57804339378714 53.50753191735843, -113.57803828342718 53.5089044339934, -113.57775925050427 53.50890423102408, -113.57773018914123 53.50890365314238, -113.57768354960027 53.5088033250327, -113.5776845617454 53.50810507656879, -113.57758338735316 53.50786165713721, -113.57730972523912 53.507841753735754, -113.57667123259607 53.5081099821124)))"
6190,Edmonton Research and Development Park,This non-residential neighbourhood is largely commercial or industrial in nature.  Neighbourhood census data is not currently available.,"MULTIPOLYGON (((-113.47957585162827 53.44692849029376, -113.47957548833428 53.44929495469416, -113.47954227076453 53.44969971272383, -113.47923674317609 53.45006928648343, -113.4791461781195 53.45030214036868, -113.47912788798129 53.451411115872006, -113.4791316057995 53.45296545681292, -113.4767765318506 53.45243018087679, -113.47520012818856 53.452151052140245, -113.47385104158553 53.45200039997219, -113.47299530985967 53.45196070317815, -113.46640082496421 53.45185225259078, -113.46647277847872 53.448003756068566, -113.46654505440895 53.439489578699735, -113.46766655947778 53.43948941841148, -113.46789055927619 53.439488338406996, -113.46811738949833 53.439488088326804, -113.46834888961307 53.43948863859922, -113.47957854932312 53.43947516861872, -113.47957589018364 53.446676968669365, -113.47965102280365 53.44667701087912, -113.47957585162827 53.44692849029376)))"
5578,Glenridding Heights,,"MULTIPOLYGON (((-113.61464095677498 53.42126128717041, -113.61096607763974 53.421234200505026, -113.60993506041797 53.421377455561185, -113.60901068845222 53.42155079745237, -113.60796461337019 53.42185840392809, -113.60725847951933 53.422190963082436, -113.60705022049258 53.42230207287812, -113.60525485345384 53.4232425115041, -113.60450282188928 53.42366129991608, -113.60352361348406 53.424165753311506, -113.60265092027241 53.424466279084136, -113.60120338700483 53.42487681228919, -113.58998414659385 53.424895866016726, -113.59093930516525 53.422631315658094, -113.59116750609083 53.42226604501214, -113.59175479381581 53.42173117754174, -113.59240235182538 53.42130022759175, -113.59313055033813 53.420979364460216, -113.59405318574686 53.42061645182509, -113.5952062525743 53.420060349906336, -113.59658755388003 53.41923827153034, -113.59720951028198 53.41881651513094, -113.59783990023766 53.418308189733914, -113.5986020141455 53.41756409321789, -113.6023322103826 53.41755760689226, -113.61149752752362 53.41754176022309, -113.6114986330402 53.41664251251063, -113.61450728974924 53.41663790282629, -113.61464415140485 53.41663794052525, -113.61464095677498 53.42126128717041)))"
6442,Silver Berry,Silver Berry,"MULTIPOLYGON (((-113.39379552513623 53.45383634001552, -113.39387325883534 53.45923434677511, -113.39384774927423 53.46348267798034, -113.39378034853549 53.46653317449022, -113.39341435956355 53.46645787213562, -113.39267852619388 53.466316160201536, -113.3924658662045 53.46627485778265, -113.39056408601057 53.46544578996366, -113.39031138576715 53.46525395853315, -113.39005789328657 53.46511755301797, -113.38974595327765 53.46500856373257, -113.38961372631346 53.46491781379663, -113.38936435596692 53.46479666295798, -113.3890562851053 53.464657444203226, -113.38838573421155 53.46446318124192, -113.38814480879984 53.46444672639511, -113.38733307770735 53.46444884037824, -113.38661594198439 53.46407447073975, -113.38595580045437 53.46398619620821, -113.3850921715165 53.46403529896136, -113.38429520224209 53.46430656482475, -113.38398337715678 53.46484388319188, -113.38371558824959 53.46539614096387, -113.38351016435567 53.46572429878767, -113.38193359602334 53.46630545216531, -113.38184280384519 53.46736127519386, -113.38178421008794 53.46803076290193, -113.3817584177752 53.468329753720646, -113.38174642989954 53.468481598439205, -113.38128735018567 53.46848023854845, -113.38128767649908 53.466714096831424, -113.38128704544702 53.46658842807158, -113.38020703094823 53.46711638150309, -113.37960128902267 53.46741455536684, -113.37928542670743 53.4675308667398, -113.37900671473818 53.46759878808943, -113.37844123137609 53.46746243054038, -113.37811849383237 53.46735402871181, -113.37758347938708 53.46708765793873, -113.37715127556766 53.46684272715391, -113.37710220980185 53.46656893119912, -113.37717036625816 53.466366546465196, -113.376972953238 53.4661080671586, -113.37666689266021 53.46550934736976, -113.37578702114317 53.465419944185136, -113.37546039147378 53.46549127588656, -113.37484533118032 53.4654866466006, -113.37416152554675 53.46557999514795, -113.37381215612821 53.46563018754646, -113.37189054501656 53.4657135214095, -113.37077388634344 53.46570764655086, -113.37007439378051 53.465722644980104, -113.36892493985731 53.465672904047004, -113.36893271462563 53.46345685977539, -113.36900649988083 53.453986393979065, -113.3778997494698 53.45402466333933, -113.3816282811597 53.45402378211683, -113.3847623607234 53.45398695483765, -113.38643721097897 53.45395324078533, -113.38858225887539 53.453890683920854, -113.39379552513623 53.45383634001552)))"
6780,Weir Industrial,This non-residential neighbourhood is largely commercial or industrial in nature.  Neighbourhood census data is not currently available.,"MULTIPOLYGON (((-113.39388296311672 53.51608523967387, -113.39386286482845 53.514021979587014, -113.39386116421939 53.51237842501416, -113.39384651732323 53.51025686979676, -113.39384684551965 53.507422758625125, -113.39384651094457 53.50728639804377, -113.39399724245726 53.50728349883525, -113.40602298986272 53.506960168339276, -113.41804328988243 53.506634608445445, -113.4182094815496 53.506629668343066, -113.41825786020905 53.50816630704168, -113.41832159462159 53.50998081879042, -113.41831908571942 53.51087302823058, -113.41838853361672 53.512480629125896, -113.41842524330406 53.5143267843898, -113.40414635694403 53.51653072485627, -113.40144909928608 53.51680391114602, -113.39784046439303 53.516900454484514, -113.39419807392244 53.51688617893492, -113.39421800983615 53.516048308283665, -113.39388296311672 53.51608523967387)))"
2660,Rundle Heights,"While Rundle Heights was first settled in the 1880s and was annexed to the City in 1961,  most development did not occur until the 1970s. Named for the City's first Protestant missionary, it features Rundle Park, a popular and attractive educational and","MULTIPOLYGON (((-113.38836056663507 53.5593402804317, -113.38824378640903 53.55928163833815, -113.38788054650776 53.559113534460984, -113.38816267193286 53.55889724156285, -113.38822570944981 53.558891694310304, -113.38863125308715 53.558552171735165, -113.38883118263394 53.55838344407266, -113.38879626884486 53.55836685406709, -113.3884521854269 53.55819344619116, -113.38846092548515 53.557979161666545, -113.38835062831659 53.55779996006744, -113.3888154837235 53.5576187815984, -113.38912817037611 53.557422150856745, -113.3901566615009 53.556217583905784, -113.39024451859369 53.556162711245705, -113.39037406337494 53.55609612698763, -113.39059496066805 53.55606433560257, -113.39190676743037 53.55606037752318, -113.39373169413845 53.55608301444622, -113.39395438070562 53.55610962269744, -113.39436814557993 53.5561893556612, -113.39476223782074 53.55625144941788, -113.39506642571232 53.5562707608243, -113.39614744090606 53.55628022197886, -113.39648888793653 53.55631446698848, -113.39694845451845 53.55647392596711, -113.39724418871592 53.556656470449965, -113.39739274088538 53.55690147080172, -113.39765236613935 53.5569294755332, -113.39795454947655 53.55722984470534, -113.39717527501374 53.557587550549236, -113.39513077271205 53.55758423903095, -113.3951311381659 53.55761145072276, -113.39513042646813 53.55777572193853, -113.39512960869419 53.55786544127071, -113.39637873036027 53.557867699548964, -113.3963739355946 53.55877111961354, -113.3963759542176 53.55966044662074, -113.39636372223481 53.56055756293195, -113.39636128181863 53.56145702875961, -113.39636087883225 53.5623416472374, -113.3963593370341 53.563234024483336, -113.39635844964062 53.56412267820305, -113.39518236803417 53.564125825978415, -113.3937228711566 53.56412343363477, -113.39371546773928 53.566800697394434, -113.39370938182596 53.56882336037901, -113.3937116603801 53.57037683473163, -113.38955481086936 53.570389233662354, -113.38852222913157 53.57045359892313, -113.38714658341135 53.57070612226514, -113.38688944883242 53.570288791861415, -113.38694439987313 53.57003404862929, -113.38729335039139 53.569415678325704, -113.38748095000624 53.56867947827966, -113.38756892182668 53.56859375208351, -113.38752880035125 53.56846688797353, -113.38758680472547 53.56802893266239, -113.38757229593233 53.56769379833936, -113.3874410394531 53.567367785510875, -113.3873320778521 53.56718433459861, -113.38719607187207 53.566900576027585, -113.38705824982938 53.56623716277977, -113.38848871871616 53.56615535747575, -113.38726107327852 53.564880474331936, -113.38662660007769 53.564220593814646, -113.38651526995753 53.56406305314714, -113.38605051994607 53.563064262459285, -113.38592596276216 53.562790348179675, -113.3858899732576 53.56261308126277, -113.38591344521477 53.562386930111174, -113.38618046205897 53.561318016251725, -113.38626276157169 53.5611015519897, -113.38641142301255 53.5608729730239, -113.38659247528186 53.560687439453915, -113.38836056663507 53.5593402804317)))"
2350,Homesteader,"Named for Anglican minister William Newton, Homesteader features a multi-purpose education and recreation site in the centre of the neighbourhood. A number of strategically placed pathways promote bicycle and pedestrian travel within the neighbourhood.","MULTIPOLYGON (((-113.40342911985701 53.59008348853672, -113.40209079982117 53.58992244841835, -113.40206539036748 53.58851534846032, -113.40122692957712 53.58836604849432, -113.40113205993555 53.58821012868838, -113.40121524638958 53.58813247955502, -113.40078309629715 53.58741333538416, -113.40064981998424 53.58741772855834, -113.39863166005215 53.58741548846162, -113.39832896895676 53.587338363674824, -113.39672812431048 53.58733883598184, -113.39586880838316 53.58655760861335, -113.39550550662962 53.586158883336786, -113.395204468161 53.58570698996958, -113.39456578559087 53.58461464592298, -113.39521838226943 53.58440098107729, -113.39564689008989 53.584187389785505, -113.39596053811789 53.583985857415165, -113.39623895540838 53.583753830588954, -113.39640054810546 53.58349696111856, -113.3965754790015 53.58301885291635, -113.3959482834193 53.582952079521235, -113.39374730077532 53.582789191748056, -113.39375804549034 53.579868005568954, -113.39375492904348 53.57791003225694, -113.41124539171179 53.581931899594466, -113.41378164682413 53.58235891379874, -113.41533329698957 53.582476954526264, -113.4183066886723 53.58249882494137, -113.41828632473823 53.58520465422881, -113.41841819158599 53.5855455266323, -113.418402535527 53.5873938635112, -113.41827087456782 53.58759455859105, -113.41826054400532 53.58864066269494, -113.41818268306108 53.58923190753043, -113.41808318544194 53.589534049247995, -113.41768548064796 53.59026635271036, -113.4172150205838 53.59098729965221, -113.41677076507433 53.59153080782861, -113.41632492021066 53.591525588536584, -113.41311440039796 53.59151602834172, -113.4124868402391 53.5909898185567, -113.41158080972032 53.590937928469764, -113.41122906019336 53.590730428373895, -113.41069291986291 53.5908519385332, -113.41030775996528 53.5906149186165, -113.40899761989611 53.59068004860428, -113.40837937989421 53.590751338278196, -113.40758090982942 53.59072272844129, -113.4071081502672 53.59056891853669, -113.40692320004456 53.590531688492064, -113.4065428104478 53.59060781833482, -113.40616351032531 53.590751468486566, -113.40548231995083 53.59081458850908, -113.4047510399127 53.59074309837209, -113.40440212984683 53.59057299868408, -113.40436482979796 53.59032755865523, -113.40426747039824 53.590208228509326, -113.4038656001305 53.59009246845919, -113.40345730013718 53.59003489851581, -113.40342911985701 53.59008348853672)))"
2090,Bergman,Bergman was one neighbourhood that made up the area called Beverly. After 1910 rich coal seams were discovered and coal mining spurred development. In 1913 the area was incorporated as the Village of Beverly and in 1914 became a town. In 1961 Beverly ama,"MULTIPOLYGON (((-113.4183066886723 53.58249882494137, -113.41533329698957 53.582476954526264, -113.41378164682413 53.58235891379874, -113.41124539171179 53.581931899594466, -113.39375492904348 53.57791003225694, -113.39402686020317 53.57763946844604, -113.39402858007975 53.57731452849222, -113.3940287101204 53.57719140868551, -113.39407396081538 53.577164015218706, -113.39407538249937 53.57662865219799, -113.39475316764296 53.576628348335014, -113.3947527343007 53.57671962554413, -113.39692326952918 53.576731369114704, -113.39838658927148 53.576717297402105, -113.39992188491897 53.5767138599626, -113.40145892993095 53.576712338171646, -113.40299548647732 53.57671134809257, -113.40453137846931 53.576710574349796, -113.4060701017501 53.576708192598275, -113.40762559488667 53.57670672519402, -113.40916407970226 53.576705682327955, -113.41069954526871 53.57670394051776, -113.41223560234387 53.57670238040194, -113.41377393816583 53.576701190522286, -113.4153085038099 53.576699137155096, -113.41684537105276 53.57669886498913, -113.41837913207436 53.57669916548152, -113.41837575945863 53.578344613957064, -113.41839390206785 53.5799647976866, -113.4183066886723 53.58249882494137)))"
3020,Baranow,"Baranow takes its name from a famous castle The Baranow Castle, built between 1591 and 1606, is located in Poland and was formerly the residence of Prince Lubomirski.  Baranow is almost entirely non-residential in character.  Approximately 70% of all res","MULTIPOLYGON (((-113.5412565607843 53.61444708128687, -113.54118927265925 53.614532203948066, -113.54115356352155 53.615351707927466, -113.54112735900112 53.61696377183934, -113.53888515959281 53.616968713377126, -113.53730694346197 53.616971350646715, -113.53732547017351 53.61676279868212, -113.53709815222133 53.61449488141023, -113.53709366156842 53.61445646741027, -113.53708127020086 53.61412658846671, -113.5370816046116 53.61323576931214, -113.53623825598642 53.612715320403716, -113.53567073109019 53.60980795899614, -113.53528581037854 53.60688836855696, -113.53508081005855 53.60688865857396, -113.53508033540805 53.605568094605346, -113.53508282012 53.60429399849303, -113.53508314030042 53.603719018363925, -113.53508471699436 53.60221931151871, -113.53539422961529 53.602109703968715, -113.53509108885525 53.601804867332795, -113.53090426145503 53.601816728431764, -113.53090455267821 53.59969646189527, -113.53091812899125 53.59945659620814, -113.53494619341355 53.59945357349465, -113.54115709759812 53.59940801757535, -113.54120585003429 53.60091548774609, -113.54126139924836 53.6009762986773, -113.54123838630824 53.60212937145035, -113.5412607735233 53.602301732531366, -113.54129856929029 53.60416537728854, -113.54130229502212 53.60670609461216, -113.54129999537 53.610478289400454, -113.54128161438261 53.613303346641054, -113.5412565607843 53.61444708128687)))"
2020,Balwin,"Previously part of North Edmonton, Balwin was annexed in 1912 and developed primarily in the
1940s and 50s. Most homes in the area are single-family dwellings, which are served by excellent
school and park facilities as well as Londonderry Mall, one of","MULTIPOLYGON (((-113.46723917094552 53.592212803835906, -113.46377909016472 53.59222698415688, -113.46181246232835 53.592219395730766, -113.45784970891428 53.592224451239886, -113.45765101136978 53.59222380609989, -113.45552594941582 53.59222922218498, -113.45234262519027 53.59225456289004, -113.44784016488791 53.59225713308945, -113.44756579748937 53.592236932695606, -113.44608462316802 53.59222316938238, -113.4437965279205 53.59222929961496, -113.44370829143935 53.59226584188364, -113.44295775628197 53.59226318999981, -113.44296058030191 53.591268853889105, -113.44296984611121 53.59056431202133, -113.44297516845803 53.58918991504592, -113.44297312003214 53.587747154641875, -113.44292507516664 53.58764179347285, -113.44292423009617 53.58608772706237, -113.4429306667139 53.58518987147739, -113.44293404850595 53.583658620058536, -113.44312861851193 53.58365886679445, -113.44403671343129 53.58366539702895, -113.44495078482085 53.58367176295418, -113.44497755383 53.58366537412966, -113.44500444360911 53.58365916749273, -113.44503145065663 53.58365314385163, -113.4450585714557 53.5836473039908, -113.44508580247467 53.5836416486706, -113.44511314016759 53.58363617862755, -113.44516100332702 53.58367322033349, -113.4459719612859 53.58367889461369, -113.44626275719273 53.583682126356265, -113.44565874203681 53.583961340498114, -113.44609373286795 53.5839650119287, -113.44760062777364 53.58395959234557, -113.44909758921358 53.5839603819246, -113.44918095440242 53.58395963110207, -113.44918083008625 53.583741673454526, -113.452265519873 53.58373757859644, -113.4544095600758 53.58373855863766, -113.45440911014546 53.584033768672995, -113.45436306519632 53.58403387859508, -113.45436624250198 53.584947675643875, -113.45555846190945 53.58494292405199, -113.45709648527688 53.58494664951517, -113.45865594498191 53.58494595019999, -113.46020634070986 53.5849364514841, -113.46375924755674 53.58492998046563, -113.4655365674546 53.58488488577729, -113.46730487041913 53.584850442244964, -113.46724597373307 53.58604520365785, -113.46717887496843 53.58696472433335, -113.46717535781049 53.58914254571308, -113.46723917094552 53.592212803835906)))"
2560,Newton,"Newton for Reverend William Newton, (who arrived in Edmonton in 1875), Newton's development has been spread out over several decades. The portion north of 123 Avenue was annexed along with the town of North Edmonton in 1912 and southern Newton joined Edm","MULTIPOLYGON (((-113.43082833233447 53.579013220715254, -113.43082813636785 53.579018910121405, -113.43082825686483 53.579030290644056, -113.43082857329013 53.57903597812871, -113.43082971798984 53.57904733846997, -113.43083328371905 53.579067734838354, -113.43083851139728 53.5790880039259, -113.43084538866421 53.57910809779966, -113.43085389925864 53.57912796894078, -113.43086402305659 53.579147570357165, -113.43087573611909 53.579166855694474, -113.43088499414056 53.57918032173563, -113.43089502725027 53.57919358969027, -113.43090582350497 53.57920664376335, -113.43091737005274 53.57921946841453, -113.43092965314855 53.579232048376454, -113.43094265817047 53.57924436867319, -113.430955550469 53.579255718367534, -113.43096905547249 53.579266812841716, -113.43098315892712 53.57927764038568, -113.43099784594754 53.5792881895713, -113.43101310103232 53.579298449264044, -113.43102890808042 53.57930840863506, -113.43118589853884 53.57940417867434, -113.4316284083926 53.57967360864958, -113.43189537013043 53.57987339316695, -113.42951966587525 53.581043149225096, -113.42760561325433 53.58174531294697, -113.42553759218097 53.58217312789203, -113.423249221082 53.582380981898574, -113.42063468388245 53.58248931181814, -113.4183066886723 53.58249882494137, -113.41839390206785 53.5799647976866, -113.41837575945863 53.578344613957064, -113.41837913207436 53.57669916548152, -113.41838214264928 53.575071857884105, -113.41838621538142 53.573521735763094, -113.41838847510256 53.571893814045005, -113.41839446696454 53.57034991875031, -113.42001258356476 53.57035393798375, -113.42153793811129 53.57035467312108, -113.424594037723 53.570357822986736, -113.42611448215428 53.57036074737629, -113.42764965536597 53.570360888516454, -113.43070226270382 53.57036386957686, -113.43069584850645 53.57237833179838, -113.43069335626875 53.57354296060226, -113.43068827839835 53.575093785463025, -113.43068699843046 53.575645363604316, -113.43068344185944 53.57672135789494, -113.43065973037498 53.57772758179561, -113.43072309845219 53.57784879392561, -113.43090932295753 53.57812102293017, -113.43083115799602 53.578176988599935, -113.43082822567162 53.57885132584249, -113.43082833233447 53.579013220715254)))"
2230,Delwood,"Delwood is a mature, stable suburban neighbourhood featuring 90% single detached homes. The design of the neighbourhood is typical for the 1960s, following a modified grid pattern and several small island parks.  The schools are centrally located, and co","MULTIPOLYGON (((-113.46723917094552 53.592212803835906, -113.46726262509517 53.593181305636335, -113.46727096761859 53.59440031197922, -113.46730674197121 53.59531886478531, -113.46733334378288 53.596863615083485, -113.46735515660795 53.597724254548, -113.46740087977119 53.59966119682018, -113.46242697301732 53.59966085240426, -113.4554635436804 53.59966054768764, -113.44905897500388 53.59968508165319, -113.44619706148498 53.59967414335044, -113.44293521607712 53.599656242071944, -113.44293634263374 53.59857361571532, -113.44294436628103 53.59545932506089, -113.44295565295741 53.59408388444681, -113.44295887903694 53.59310487069747, -113.44295775628197 53.59226318999981, -113.44370829143935 53.59226584188364, -113.4437965279205 53.59222929961496, -113.44608462316802 53.59222316938238, -113.44756579748937 53.592236932695606, -113.44784016488791 53.59225713308945, -113.45234262519027 53.59225456289004, -113.45552594941582 53.59222922218498, -113.45765101136978 53.59222380609989, -113.45784970891428 53.592224451239886, -113.46181246232835 53.592219395730766, -113.46377909016472 53.59222698415688, -113.46723917094552 53.592212803835906)))"
2241,Eaux Claires,"Eaux Claries takes its name from a body of water, and the neighbourhood name means ""clear waters"" in French.  Residential construction began in the late 1990s and was still underway as of 2010.  The road system enables easy access to the neighbourhood.","MULTIPOLYGON (((-113.49201228427759 53.62863614010535, -113.49187662388059 53.628830508957115, -113.48714444311287 53.62880793941253, -113.48154246925468 53.62874593888397, -113.4796945063206 53.62874166612704, -113.47969792991216 53.62855862937767, -113.47969848518755 53.621337364842205, -113.47964258026451 53.621337643375796, -113.47975445864755 53.62102311384599, -113.47978331205167 53.62093194621785, -113.47967650955712 53.62092170163695, -113.47934436242602 53.62083772137795, -113.47939369613437 53.620753356015705, -113.47964839419436 53.62052550303076, -113.47926210006305 53.62027285050945, -113.47969869948996 53.619868359478936, -113.47969983166762 53.616777694907604, -113.47974337043834 53.61668063940394, -113.47974466672855 53.61629536868721, -113.47970001798812 53.61627010803377, -113.47970029870794 53.6152271386194, -113.48600883911077 53.61444001996334, -113.48794288078807 53.614190044322235, -113.48906656552556 53.61404155038072, -113.48966991380574 53.6140237367952, -113.49179330220164 53.614032553715944, -113.49180719717022 53.61763702895265, -113.49184375855249 53.62127412131344, -113.49198608355415 53.62151774775691, -113.49199950478854 53.62369397848803, -113.49200907303869 53.62584402276227, -113.49201228427759 53.62863614010535)))"
