ID,Playground Number,Name,Address,Type,Surface Type,Accessibility,User Category,Maintainer,Redevelopment Date,Latitude,Longitude,Location,Geometry Point,Neighbourhood ID,Neighbourhood Name
255,68,Meadowlark Community Playground,15961 92 Avenue NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2017/12/31,53.525405,-113.596803,"(53.52540456846987, -113.59680268051092)",POINT (-113.59680268051092 53.52540456846987),4310,MEADOWLARK PARK
243,1922,Richfield Tot Lot,8210 36 Avenue NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,1987/12/31,53.472925,-113.457602,"(53.47292547995235, -113.45760185767094)",POINT (-113.45760185767094 53.47292547995235),6600,RICHFIELD
181,2820,Oxford Park Playground,13104 155 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2006/12/31,53.618009,-113.547909,"(53.61800865234694, -113.5479086735967)",POINT (-113.5479086735967 53.61800865234694),3320,OXFORD
302,146,Michaels Park,980 Millbourne Road East NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.479571,-113.448022,"(53.47957061871701, -113.44802198656282)",POINT (-113.44802198656282 53.47957061871701),6480,MICHAELS PARK
599,123,Bonnie Doon Park,9263 94 Street NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2011/12/31,53.527468,-113.470506,"(53.52746835258371, -113.47050625697835)",POINT (-113.47050625697835 53.52746835258371),6040,BONNIE DOON
717,3564,Ambleside Park,181 Ambleside Drive SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.432774,-113.603405,"(53.43277408341012, -113.60340473478851)",POINT (-113.60340473478851 53.43277408341012),5505,AMBLESIDE
239,777,Queen Mary Park,10844 117 STREET NW T5H3N5,Playground,"Engineered Wood Fibre, Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2006/12/31,53.554158,-113.524549,"(53.55415822059051, -113.52454852404477)",POINT (-113.52454852404477 53.55415822059051),1180,QUEEN MARY PARK
877,3606,Suder Greens Park Playground,290 - SUDER GREENS DRIVE NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2011/12/31,53.521124,-113.684536,"(53.52112438311883, -113.68453609465236)",POINT (-113.68453609465236 53.52112438311883),4730,SUDER GREENS
4528,3784,Jan Reimer School Playground,360 Orchards Boulevard SW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2021/11/08,53.406458,-113.452239,"(53.40645787632705, -113.4522391489431)",POINT (-113.4522391489431 53.40645787632705),6216,THE ORCHARDS AT ELLERSLIE
776,3342,Silver Berry Park,29 Street NW and Silver Berry Road NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2008/12/31,53.457423,-113.384250,"(53.4574231484894, -113.384249560646)",POINT (-113.384249560646 53.4574231484894),6442,SILVER BERRY
1327,3775,Kinistinaw Park Rubber Play Area,10245 96 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,All Ages,Parks,2020/10/08,53.546300,-113.482999,"(53.54630041497889, -113.48299894811919)",POINT (-113.48299894811919 53.54630041497889),1020,BOYLE STREET
247,2641,Jackson Heights,1011 Jackson Road NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2004/12/31,53.483259,-113.407674,"(53.48325875546793, -113.40767419607408)",POINT (-113.40767419607408 53.48325875546793),6330,JACKSON HEIGHTS
541,588,Charles Simmonds Park,7830 115 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1977/12/31,53.515649,-113.530959,"(53.51564920890304, -113.53095860653227)",POINT (-113.53095860653227 53.51564920890304),5290,MCKERNAN
184,3663,Paisley Park,3051 Paisley Green SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.414424,-113.559604,"(53.41442415801815, -113.55960371943277)",POINT (-113.55960371943277 53.41442415801815),5469,PAISLEY
715,3564,Ambleside Park,181 Ambleside Drive SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.432768,-113.602985,"(53.43276796624467, -113.60298477386311)",POINT (-113.60298477386311 53.43276796624467),5505,AMBLESIDE
460,2181,Rundle Park,2909 113 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Unknown,Parks,2005/12/31,53.555037,-113.386828,"(53.55503679771041, -113.38682784729727)",POINT (-113.38682784729727 53.55503679771041),2650,RIVER VALLEY RUNDLE
756,2180,Beverly Heights Lions,4201 115 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1964/12/31,53.567377,-113.407026,"(53.567376857346346, -113.40702636137925)",POINT (-113.40702636137925 53.567376857346346),2100,BEVERLY HEIGHTS
177,309,Kinsmen Park Senior,9100 Walterdale Hill NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.527247,-113.508946,"(53.527246702874336, -113.50894646843938)",POINT (-113.50894646843938 53.527246702874336),5390,RIVER VALLEY WALTERDALE
907,587,William Hawrelak Park Playground,9330 Groat Road,Playground,"Engineered Wood Fibre, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,1973/12/31,53.526942,-113.544246,"(53.526942195523745, -113.54424648735207)",POINT (-113.54424648735207 53.526942195523745),5370,RIVER VALLEY MAYFAIR
179,1678,Mayliewan Park,7503 161A Avenue NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,2005/12/31,53.622234,-113.458974,"(53.62223368311331, -113.45897433793003)",POINT (-113.45897433793003 53.62223368311331),2511,MAYLIEWAN
536,121,Bisset School,3024 37 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Senior (6 to 12 years),Parks,2017/12/31,53.461750,-113.399220,"(53.46174963450494, -113.39921976968748)",POINT (-113.39921976968748 53.46174963450494),6030,BISSET
486,3689,Schonsee,5470 Schonsee Drive NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2017/12/31,53.633097,-113.459278,"(53.63309720559653, -113.4592776380058)",POINT (-113.4592776380058 53.63309720559653),2700,SCHONSEE
311,1944,Sir Wilfrid Laurier Natural Playground,13221 Buena Vista Road,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2020/01/01,53.509994,-113.549801,"(53.509994187354835, -113.54980145289582)",POINT (-113.54980145289582 53.509994187354835),3382,RIVER VALLEY LAURIER
895,602,Sweetgrass School,11351 31 Avenue NW,Playground,"Pour In Place Rubber, Sand",Unknown,Junior/Senior (18 months to 12 years),Parks,1998/12/31,53.462994,-113.529141,"(53.46299434720646, -113.52914067767071)",POINT (-113.52914067767071 53.46299434720646),5490,SWEET GRASS
333,1900,Mount Royal,11303 55 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1965/12/31,53.567510,-113.424439,"(53.56750967765734, -113.42443947391445)",POINT (-113.42443947391445 53.56750967765734),2330,HIGHLANDS
279,3343,Laurel Park,21 Avenue - 33 Street NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2008/12/31,53.451418,-113.390074,"(53.45141772674436, -113.39007360948005)",POINT (-113.39007360948005 53.45141772674436),6444,LAUREL
583,135,Ekota School,1395 Knotwood Road East NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,1997/12/31,53.450005,-113.442340,"(53.450005050815705, -113.44233980250331)",POINT (-113.44233980250331 53.450005050815705),6200,EKOTA
766,1780,Kittlitz Park (Wild Rose),2850 36A Avenue NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2022/08/11,53.469897,-113.385135,"(53.46989682400542, -113.38513532706298)",POINT (-113.38513532706298 53.46989682400542),6790,WILD ROSE
278,3671,Laurel 8,1410 32 Street NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2014/12/31,53.441298,-113.388178,"(53.441297854978544, -113.38817770460385)",POINT (-113.38817770460385 53.441297854978544),6444,LAUREL
12527,1673,Dermott Playground,8610 81 Street NW,Playground,Sand,Wheelchair Accessible,All Ages,Parks,2019/10/03,53.523109,-113.453383,"(53.52310908820051, -113.45338274031883)",POINT (-113.45338274031883 53.52310908820051),6320,IDYLWYLDE
519,1902,Beverly Heights Park Tot Lot,3807 108 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.560821,-113.400991,"(53.560820937859816, -113.40099138539097)",POINT (-113.40099138539097 53.560820937859816),2100,BEVERLY HEIGHTS
208,321,Pleasantview Community Playground,10860 57 Avenue NW,Playground,"Engineered Wood Fibre, Sand",Unknown,Junior/Senior (18 months to 12 years),Parks,2024/08/26,53.493984,-113.510651,"(53.493984498148635, -113.51065105118028)",POINT (-113.51065105118028 53.493984498148635),5320,PLEASANTVIEW
778,1673,Dermott Playground,8610 81 Street NW,Playground,Engineered Wood Fibre,Unknown,Junior/Senior (18 months to 12 years),Parks,2020/11/05,53.523424,-113.453528,"(53.52342422501191, -113.45352753494075)",POINT (-113.45352753494075 53.52342422501191),6320,IDYLWYLDE
345,1640,Norwood School,9520 111 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1996/12/31,53.560073,-113.488205,"(53.56007286730341, -113.48820462531256)",POINT (-113.48820462531256 53.56007286730341),1010,ALBERTA AVENUE
913,80,Thorncliff Playground,8215 175 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.516084,-113.620781,"(53.516083993433796, -113.62078073079752)",POINT (-113.62078073079752 53.516083993433796),4560,THORNCLIFF
309,64,Kildare Park,14224 74 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1996/12/31,53.605663,-113.455863,"(53.605663252255646, -113.45586291157566)",POINT (-113.45586291157566 53.605663252255646),2400,KILDARE
655,162,Greenfield Community League,3755 - 114 STREET NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2009/12/31,53.473368,-113.525859,"(53.47336832132726, -113.52585934160925)",POINT (-113.52585934160925 53.47336832132726),5220,GREENFIELD
210,151,Pollard Meadows School,1715 48 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.448000,-113.412408,"(53.44799994335854, -113.41240836066252)",POINT (-113.41240836066252 53.44799994335854),6580,POLLARD MEADOWS
325,1741,Lilliput Park,9637 74 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1974/12/31,53.510084,-113.479183,"(53.51008419752061, -113.47918319052837)",POINT (-113.47918319052837 53.51008419752061),6610,RITCHIE
377,137,Hillview School,355 Woodvale Road East NW,Playground,"Engineered Wood Fibre, Sand",Wheelchair Accessible,Junior (18 months to 5 years),Parks,2014/12/31,53.468128,-113.426786,"(53.468127500319966, -113.4267862437807)",POINT (-113.4267862437807 53.468127500319966),6300,HILLVIEW
209,71,Patricia Heights Playground,16216 78 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2004/12/31,53.510922,-113.603933,"(53.5109224857123, -113.60393290258264)",POINT (-113.60393290258264 53.5109224857123),4390,PATRICIA HEIGHTS
365,56,Highlands,11333 62 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1994/12/31,53.566592,-113.433509,"(53.56659219497396, -113.43350898214416)",POINT (-113.43350898214416 53.56659219497396),2330,HIGHLANDS
804,3765,Butler Memorial Park Playground,15715 Stony Plain Road NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2020/11/30,53.540873,-113.592661,"(53.54087346936671, -113.59266088162634)",POINT (-113.59266088162634 53.54087346936671),4180,GLENWOOD
513,3382,Garneau School West,10925 87 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.522170,-113.514784,"(53.52217030178871, -113.51478411060502)",POINT (-113.51478411060502 53.52217030178871),5200,GARNEAU
840,1768,Winterburn School Playground,9527 Winterburn Road NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2006/12/31,53.534247,-113.687338,"(53.534246801799554, -113.6873381068538)",POINT (-113.6873381068538 53.534246801799554),4485,LEWIS FARMS INDUSTRIAL
667,66,Abbott School,12025 Abbottsfield Road NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.574776,-113.391986,"(53.57477607361098, -113.39198643063268)",POINT (-113.39198643063268 53.57477607361098),2010,ABBOTTSFIELD
618,125,Donnan Park/Arena,9105 - 80 AVENUE NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,1997/12/31,53.515305,-113.468627,"(53.51530479056176, -113.46862720296485)",POINT (-113.46862720296485 53.51530479056176),6492,MILL CREEK RAVINE SOUTH
547,1665,Eastwood Community League,8524 118 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2005/12/31,53.571187,-113.472264,"(53.571187046787884, -113.4722637866879)",POINT (-113.4722637866879 53.571187046787884),1100,EASTWOOD
624,1670,Gold Bar Community League,4620 105 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2000/12/31,53.548685,-113.413365,"(53.548685182376545, -113.41336504922626)",POINT (-113.41336504922626 53.548685182376545),6270,GOLD BAR
616,125,Donnan Park/Arena,9105 - 80 AVENUE NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1997/12/31,53.515294,-113.468469,"(53.51529389503483, -113.46846869427847)",POINT (-113.46846869427847 53.51529389503483),6492,MILL CREEK RAVINE SOUTH
334,63,Hairsine Community League,3120 139 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1994/12/31,53.603723,-113.390589,"(53.60372314416646, -113.39058858697706)",POINT (-113.39058858697706 53.60372314416646),2320,HAIRSINE
628,282,Brightview South Playground,15425 106 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,1993/12/31,53.548398,-113.587274,"(53.548398204845824, -113.58727383381444)",POINT (-113.58727383381444 53.548398204845824),4090,CANORA
499,404,Queen Mary Park School,10935 113 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1997/12/31,53.555452,-113.514572,"(53.55545222535818, -113.51457170520509)",POINT (-113.51457170520509 53.55545222535818),1180,QUEEN MARY PARK
699,346,Allan Grey Park,89 Street - 75 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1998/12/31,53.511634,-113.462253,"(53.511633922414546, -113.46225313816421)",POINT (-113.46225313816421 53.511633922414546),6020,AVONMORE
719,398,Floden Park,4209 Ada Boulevard NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Senior (6 to 12 years),Parks,2005/12/31,53.563755,-113.407526,"(53.5637546848851, -113.4075263084893)",POINT (-113.4075263084893 53.5637546848851),2100,BEVERLY HEIGHTS
284,3610,Michael Strembitsky,4110 - SAVARYN DRIVE SW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.413736,-113.462387,"(53.41373624804092, -113.46238737808315)",POINT (-113.46238737808315 53.41373624804092),6213,SUMMERSIDE
227,3463,Jackie Parker Park,50 Street - 44 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2009/12/31,53.483961,-113.421450,"(53.483961315933826, -113.42144959661076)",POINT (-113.42144959661076 53.483961315933826),6500,MILL WOODS GOLF COURSE
702,613,Allendale Park,10535 66 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1996/12/31,53.500922,-113.502719,"(53.50092175789888, -113.50271886800834)",POINT (-113.50271886800834 53.50092175789888),5010,ALLENDALE
223,332,Prince Charles Playground,12033 125 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.574539,-113.537201,"(53.57453884882803, -113.53720062036052)",POINT (-113.53720062036052 53.57453884882803),3350,PRINCE CHARLES
275,139,Kameyosek School,250 Lakewood Road East NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1998/12/31,53.461335,-113.443325,"(53.46133490401168, -113.44332508564602)",POINT (-113.44332508564602 53.46133490401168),6340,KAMEYOSEK
796,3735,Callaghan Park Playground,1385 Cunningham Drive SW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2018/08/31,53.406048,-113.528181,"(53.40604802404622, -113.52818114452597)",POINT (-113.52818114452597 53.40604802404622),5457,CALLAGHAN
640,3702,James McCrie Park,315 Windermere Road NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2019/07/05,53.440595,-113.614247,"(53.44059506377167, -113.61424722879501)",POINT (-113.61424722879501 53.44059506377167),5570,WINDERMERE
380,309,Kinsmen Park Senior,9100 Walterdale Hill NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.526831,-113.509016,"(53.526830892042824, -113.5090160330661)",POINT (-113.5090160330661 53.526830892042824),5390,RIVER VALLEY WALTERDALE
508,143,Ellerslie Campus School,521 66 Street SW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,1991/12/31,53.426821,-113.442138,"(53.42682084999272, -113.44213769873537)",POINT (-113.44213769873537 53.42682084999272),6661,CHARLESWORTH
826,336,Windsor Park Community,11814 87 Avenue NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber, Sand",Unknown,Junior/Senior (18 months to 12 years),Parks,2011/12/31,53.523308,-113.535719,"(53.52330763793859, -113.53571871356827)",POINT (-113.53571871356827 53.52330763793859),5580,WINDSOR PARK
372,311,Malmo Plains School,4716 115 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.485210,-113.530398,"(53.485210425752015, -113.53039795440647)",POINT (-113.53039795440647 53.485210425752015),5280,MALMO PLAINS
378,137,Hillview School,355 Woodvale Road East NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Senior (6 to 12 years),Parks,2014/12/31,53.467949,-113.426841,"(53.4679492266997, -113.42684119503039)",POINT (-113.42684119503039 53.4679492266997),6300,HILLVIEW
507,387,Virginia Park School,7324 109 Avenue NW,Playground,"Pour In Place Rubber, Sand",Unknown,Junior/Senior (18 months to 12 years),Parks,1998/12/31,53.560355,-113.449552,"(53.560355255270096, -113.44955195309942)",POINT (-113.44955195309942 53.560355255270096),1240,VIRGINIA PARK
574,124,Crawford Plains School,4210 12 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2000/12/31,53.440883,-113.404154,"(53.44088336689464, -113.40415374148061)",POINT (-113.40415374148061 53.44088336689464),6140,CRAWFORD PLAINS
918,152,Tipaskan School,1200 Lakewood Road West NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1983/12/31,53.462690,-113.460286,"(53.462689904264586, -113.46028606958245)",POINT (-113.46028606958245 53.462689904264586),6750,TIPASKAN
779,1673,Dermott Playground,8610 81 Street NW,Playground,Engineered Wood Fibre,Unknown,Junior/Senior (18 months to 12 years),Parks,2020/11/05,53.523284,-113.453960,"(53.5232838796031, -113.45395989579316)",POINT (-113.45395989579316 53.5232838796031),6320,IDYLWYLDE
886,90,Wellington Community Playground,13535 134 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2021/11/11,53.596685,-113.550726,"(53.596684784771014, -113.55072584001653)",POINT (-113.55072584001653 53.596684784771014),3430,WELLINGTON
277,1672,Ken Newman Playground,10802 150 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1989/12/31,53.553825,-113.581074,"(53.55382548862351, -113.58107387615698)",POINT (-113.58107387615698 53.55382548862351),4200,HIGH PARK
700,613,Allendale Park,10535 66 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1996/12/31,53.500775,-113.502656,"(53.50077462910039, -113.50265641425295)",POINT (-113.50265641425295 53.50077462910039),5010,ALLENDALE
800,3734,Trumpeter Playground,2215 Trumpeter Way NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2020/01/01,53.588752,-113.679502,"(53.58875222969663, -113.67950193917625)",POINT (-113.67950193917625 53.58875222969663),4471,TRUMPETER AREA
905,3282,Terwillegar Park,Sutter Place,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.442752,-113.587051,"(53.44275153625648, -113.58705084596792)",POINT (-113.58705084596792 53.44275153625648),5642,SOUTH TERWILLEGAR
617,125,Donnan Park/Arena,9105 - 80 AVENUE NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,1997/12/31,53.515485,-113.468962,"(53.51548472599759, -113.46896210367989)",POINT (-113.46896210367989 53.51548472599759),6492,MILL CREEK RAVINE SOUTH
338,583,King Edward School,8530 101 Street NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,1992/12/31,53.521266,-113.492558,"(53.52126618034117, -113.49255788340284)",POINT (-113.49255788340284 53.52126618034117),5480,STRATHCONA
888,243,Westbrook Elementary,11915 40 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.475377,-113.540702,"(53.475376652729736, -113.54070209259801)",POINT (-113.54070209259801 53.475376652729736),5020,ASPEN GARDENS
748,131,Gallagher Park,9750 98 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior (18 months to 5 years),Parks,1998/12/31,53.535927,-113.472258,"(53.535927297790906, -113.47225828769359)",POINT (-113.47225828769359 53.535927297790906),6070,CLOVERDALE
492,3736,Kim Hung School Playground,1950 Glastonbury Blvd NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2020/09/30,53.501477,-113.682972,"(53.50147693696661, -113.68297175593133)",POINT (-113.68297175593133 53.50147693696661),4551,GRANVILLE
591,135,Ekota School,1395 Knotwood Road East NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,1997/12/31,53.450014,-113.441959,"(53.45001429603694, -113.44195925582056)",POINT (-113.44195925582056 53.45001429603694),6200,EKOTA
523,403,Central McDougall,10630 109 Avenue NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,2001/12/31,53.554920,-113.503797,"(53.55491982073704, -113.5037970997422)",POINT (-113.5037970997422 53.55491982073704),1030,CENTRAL MCDOUGALL
267,148,Meyokumin School,5703 19A Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1992/12/31,53.450065,-113.429644,"(53.450065418397045, -113.42964369604742)",POINT (-113.42964369604742 53.450065418397045),6460,MEYOKUMIN
746,84,Arthur Elliott Park Playground,96 Avenue - 153 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2004/12/31,53.533339,-113.584425,"(53.53333924368168, -113.58442473082168)",POINT (-113.58442473082168 53.53333924368168),4580,WEST JASPER PLACE
211,3685,Poplar Park,16410 82 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Unknown,Parks,2015/12/31,53.626369,-113.473624,"(53.62636941062803, -113.47362420526773)",POINT (-113.47362420526773 53.62636941062803),2050,BELLE RIVE
266,144,Menisa School,900 Knottwood Road South NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2002/12/31,53.442677,-113.447388,"(53.442676646189796, -113.44738848331751)",POINT (-113.44738848331751 53.442676646189796),6450,MENISA
609,305,Grandview School Park (EPSB),6225 127 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2003/12/31,53.499016,-113.546474,"(53.49901607394668, -113.54647418359147)",POINT (-113.54647418359147 53.49901607394668),5210,GRANDVIEW HEIGHTS
686,807,Alberta Avenue,9210 119 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2000/12/31,53.571098,-113.483860,"(53.57109845854919, -113.48386020779212)",POINT (-113.48386020779212 53.57109845854919),1010,ALBERTA AVENUE
3727,3780,Father Michael Mireau School,3010 Spence Wynd SW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Senior (6 to 12 years),Parks,2021/10/22,53.420399,-113.464972,"(53.42039911155046, -113.46497236375575)",POINT (-113.46497236375575 53.42039911155046),6213,SUMMERSIDE
880,107,Wedgewood Heights Park Playground,Wedgewood Boulevard NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.480152,-113.647294,"(53.480151941333276, -113.64729407631836)",POINT (-113.64729407631836 53.480151941333276),4570,WEDGEWOOD HEIGHTS
371,311,Malmo Plains School,4716 115 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.484950,-113.530397,"(53.484949660588114, -113.53039742299148)",POINT (-113.53039742299148 53.484949660588114),5280,MALMO PLAINS
317,3601,Monsignor Walter Fitzgerald Playground,7120 180 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.505427,-113.635133,"(53.505427266377765, -113.63513328185343)",POINT (-113.63513328185343 53.505427266377765),4270,LYMBURN
694,93,Baturyn Playground,10505 172 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2021/10/15,53.632602,-113.504433,"(53.63260190548516, -113.5044327055475)",POINT (-113.5044327055475 53.63260190548516),3030,BATURYN
904,1764,Terrace Heights School,6859 100 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1998/12/31,53.539492,-113.435275,"(53.53949162393515, -113.43527509370051)",POINT (-113.43527509370051 53.53949162393515),6730,TERRACE HEIGHTS
565,3632,Eaux Claires Park,16003 - 95 St,Playground,Pour In Place Rubber,Wheelchair Accessible,Senior (6 to 12 years),Parks,2014/12/31,53.621757,-113.485868,"(53.62175704476065, -113.48586770424856)",POINT (-113.48586770424856 53.62175704476065),2241,EAUX CLAIRES
30,3724,Beaver Lodge (Edmonton Valley Zoo),13221 Buena Vista Road NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Senior (6 to 12 years),Parks,2019/09/16,53.510507,-113.557317,"(53.5105067924262, -113.5573171823203)",POINT (-113.5573171823203 53.5105067924262),3382,RIVER VALLEY LAURIER
600,3699,Cy Becker Tot Lot,3910 168A Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2014/12/31,53.629140,-113.401094,"(53.62913956260539, -113.40109418933696)",POINT (-113.40109418933696 53.62913956260539),2611,CY BECKER
319,95,Grovenor Community Playground,14325 104 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2017/12/31,53.545950,-113.568470,"(53.54595000320708, -113.56847006673313)",POINT (-113.56847006673313 53.54595000320708),3210,GROVENOR
