ID,Playground Number,Name,Address,Type,Surface Type,Accessibility,User Category,Maintainer,Redevelopment Date,Latitude,Longitude,Location,Geometry Point,Neighbourhood ID,Neighbourhood Name
522,104,Bishop Savaryn School Playground,16215 109 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1994/12/31,53.621640,-113.507023,"(53.62164000362452, -113.50702259211943)",POINT (-113.50702259211943 53.62164000362452),3280,LORELEI
321,62,Kilkenny Park/CL Barnett School,7245 149A Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.610506,-113.451214,"(53.610506092715354, -113.45121370388819)",POINT (-113.45121370388819 53.610506092715354),2410,KILKENNY
707,2020,Beaumaris Park Playground,100 Street - 156 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2003/12/31,53.616714,-113.498020,"(53.61671402097572, -113.49801952480658)",POINT (-113.49801952480658 53.61671402097572),3040,BEAUMARIS
581,1762,Ecole Gabrielle-Roy,9330 - 87 STREET NW T6C4M5,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.530037,-113.461992,"(53.5300369712604, -113.46199245490436)",POINT (-113.46199245490436 53.5300369712604),6710,STRATHEARN
601,3678,Cy Becker Urban Village Park,270 Cy Becker Boulevard NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.634076,-113.407785,"(53.63407630391181, -113.40778486753338)",POINT (-113.40778486753338 53.63407630391181),2611,CY BECKER
493,3736,Kim Hung School Playground,1950 Glastonbury Blvd NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2020/09/30,53.501678,-113.683095,"(53.501677625642245, -113.68309458096019)",POINT (-113.68309458096019 53.501677625642245),4551,GRANVILLE
587,603,Blue Quill Community,11304 - 25 AVENUE NW T6J5B1,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1983/12/31,53.458113,-113.524675,"(53.45811328819084, -113.52467469993064)",POINT (-113.52467469993064 53.45811328819084),5060,BLUE QUILL
607,983,Ellerslie Crossing,Edwards Drive - 5 Avenue SW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2009/12/31,53.429098,-113.458841,"(53.4290975496791, -113.4588411071399)",POINT (-113.4588411071399 53.4290975496791),6211,ELLERSLIE
823,1781,"W.C. ""Tubby"" Bateman Park",9703 88 Avenue NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,2002/12/31,53.523184,-113.480119,"(53.52318374655882, -113.48011914558475)",POINT (-113.48011914558475 53.52318374655882),5480,STRATHCONA
919,152,Tipaskan School,1200 Lakewood Road West NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,1983/12/31,53.462697,-113.459871,"(53.46269685118332, -113.45987089528418)",POINT (-113.45987089528418 53.46269685118332),6750,TIPASKAN
475,3665,Rutherford Park (Fee Otterson School),1834 Rutherford Rd,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.417258,-113.520877,"(53.417258325299315, -113.52087702177846)",POINT (-113.52087702177846 53.417258325299315),5454,RUTHERFORD
873,3682,Webber Greens Playground,855 Lewis Greens Drive NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2018/12/31,53.528992,-113.679939,"(53.52899160312473, -113.67993880330022)",POINT (-113.67993880330022 53.52899160312473),4740,WEBBER GREENS
606,1663,Delton Tot Lot,12332 95 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1976/12/31,53.579507,-113.489267,"(53.57950721217736, -113.48926691551051)",POINT (-113.48926691551051 53.57950721217736),1080,DELTON
233,381,Lago Lindo,17221 95 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2000/12/31,53.634615,-113.487322,"(53.634615324391746, -113.48732192237182)",POINT (-113.48732192237182 53.634615324391746),2450,LAGO LINDO
410,3664,South Terwillegar Park,7170 South Terwillegar Dr,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2011/12/31,53.439780,-113.579959,"(53.43978000140589, -113.57995863374447)",POINT (-113.57995863374447 53.43978000140589),5642,SOUTH TERWILLEGAR
696,3645,Cameron Heights Park Playground,3250 Cameron Heights Way NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.473222,-113.636161,"(53.473221970422514, -113.63616145582031)",POINT (-113.63616145582031 53.473221970422514),4466,CAMERON HEIGHTS
890,1767,Westmount Back Alley Park Playground,10718 - 130 STREET NW T5M0Y9,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,1996/12/31,53.552239,-113.547349,"(53.55223906223426, -113.54734907889024)",POINT (-113.54734907889024 53.55223906223426),3440,WESTMOUNT
196,268,Parkview Community Playground,9135 146 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.525199,-113.569790,"(53.52519904373429, -113.56979032411304)",POINT (-113.56979032411304 53.52519904373429),3330,PARKVIEW
773,3736,Kim Hung School Playground,1950 Glastonbury Blvd NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,2020/09/30,53.501618,-113.682754,"(53.50161839581791, -113.68275442788963)",POINT (-113.68275442788963 53.50161839581791),4551,GRANVILLE
566,45,Eastwood School,12023 81 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.574918,-113.464971,"(53.57491764682398, -113.46497060154621)",POINT (-113.46497060154621 53.57491764682398),1100,EASTWOOD
195,1678,Mayliewan Park,7503 161A Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2005/12/31,53.621923,-113.459065,"(53.62192275314678, -113.45906499362118)",POINT (-113.45906499362118 53.62192275314678),2511,MAYLIEWAN
729,3564,Ambleside Park,181 Ambleside Drive SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.433090,-113.603281,"(53.43309037679937, -113.60328098021672)",POINT (-113.60328098021672 53.43309037679937),5505,AMBLESIDE
922,319,Tipton Park,10849 81 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1950/12/31,53.516520,-113.509799,"(53.51652014018566, -113.50979872346238)",POINT (-113.50979872346238 53.51652014018566),5330,QUEEN ALEXANDRA
11727,3797,Edgemont Natural Playground,5210 Edgemont Boulevard NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2021/11/29,53.468088,-113.679861,"(53.46808782503692, -113.67986054497243)",POINT (-113.67986054497243 53.46808782503692),4462,EDGEMONT
906,335,Westwood Community,10429 122 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1989/12/31,53.576189,-113.499762,"(53.57618878330386, -113.49976172757883)",POINT (-113.49976172757883 53.57618878330386),1250,WESTWOOD
687,102,Aldergrove School Playground,8535 182 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2010/12/31,53.518766,-113.634849,"(53.51876575966773, -113.63484922751847)",POINT (-113.63484922751847 53.51876575966773),4020,ALDERGROVE
548,50,Giovanni Caboto,9403 109A Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2005/12/31,53.556286,-113.484092,"(53.556286063883206, -113.48409174140572)",POINT (-113.48409174140572 53.556286063883206),1140,MCCAULEY
350,481,Henderson Park,3408 Henderson Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.468768,-113.598091,"(53.46876807456964, -113.59809064177769)",POINT (-113.59809064177769 53.46876807456964),5230,HENDERSON ESTATES
927,3772,McConachie Natural Playground,980 - McConachie Boulevard NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,All Ages,Parks,2020/10/08,53.633842,-113.435742,"(53.63384158024262, -113.4357424980475)",POINT (-113.4357424980475 53.63384158024262),2522,MCCONACHIE
569,290,Glenora Community Playground,10426 136 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2010/12/31,53.546474,-113.556934,"(53.54647369703842, -113.55693428655759)",POINT (-113.55693428655759 53.54647369703842),3200,GLENORA
326,103,Lorelei Playground,16220 103 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1994/12/31,53.623305,-113.501591,"(53.62330548175714, -113.50159070820993)",POINT (-113.50159070820993 53.62330548175714),3280,LORELEI
731,48,Fraser School/Park,14904 21 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2019/12/31,53.610714,-113.372816,"(53.6107141480075, -113.37281588893552)",POINT (-113.37281588893552 53.6107141480075),2280,FRASER
18531,3813,Sir Wilfrid Laurier Natural Playground Sandbox,13221 Buena Vista Road,Playground,Sand,Unknown,Unknown,Parks,2023/11/23,53.509466,-113.553193,"(53.50946607683805, -113.55319343791132)",POINT (-113.55319343791132 53.50946607683805),3382,RIVER VALLEY LAURIER
612,390,Borden Park,7405 - 112 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Unknown,Parks,2012/12/31,53.561888,-113.453720,"(53.56188765337235, -113.45372040917101)",POINT (-113.45372040917101 53.56188765337235),1240,VIRGINIA PARK
504,393,St. Bernadette School,11917 40 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1997/12/31,53.572281,-113.402547,"(53.572280739779565, -113.40254680612591)",POINT (-113.40254680612591 53.572280739779565),2040,BEACON HEIGHTS
878,3682,Webber Greens Playground,855 Lewis Greens Drive NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2018/12/31,53.529022,-113.679848,"(53.52902158833807, -113.67984835788727)",POINT (-113.67984835788727 53.52902158833807),4740,WEBBER GREENS
896,602,Sweetgrass School,11351 31 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1998/12/31,53.462829,-113.529244,"(53.462829183659494, -113.52924361635067)",POINT (-113.52924361635067 53.462829183659494),5490,SWEET GRASS
166,40,Matt Berry,59A Street - 159 A Avenue,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.621795,-113.431355,"(53.62179544256159, -113.43135468658969)",POINT (-113.43135468658969 53.62179544256159),2500,MATT BERRY
214,3463,Jackie Parker Park,50 Street - 44 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2009/12/31,53.484296,-113.422961,"(53.484296083199, -113.42296086865312)",POINT (-113.42296086865312 53.484296083199),6500,MILL WOODS GOLF COURSE
793,3763,Woodhaven Edgemont Playground,1405 Enright Landing NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2020/10/31,53.465155,-113.669417,"(53.46515507816205, -113.66941673835484)",POINT (-113.66941673835484 53.46515507816205),4462,EDGEMONT
425,421,Riverdale School,8901 101 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2002/12/31,53.543389,-113.467795,"(53.54338915200691, -113.46779531590582)",POINT (-113.46779531590582 53.54338915200691),1210,RIVERDALE
335,63,Hairsine Community League,3120 139 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1994/12/31,53.603507,-113.390259,"(53.60350732975466, -113.39025912254442)",POINT (-113.39025912254442 53.60350732975466),2320,HAIRSINE
892,94,Westmount Community Playground,10970 127 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.555997,-113.541712,"(53.55599727865375, -113.54171219870872)",POINT (-113.54171219870872 53.55599727865375),3440,WESTMOUNT
755,3675,Bessie Nichols School Playground,189 Hemingway Road NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2016/12/31,53.486563,-113.672238,"(53.486563016242606, -113.67223789471848)",POINT (-113.67223789471848 53.486563016242606),4461,THE HAMPTONS
683,1765,Albert G. Nickel Park Playground,13539 139 Street NW,Playground,Pour In Place Rubber,Unknown,Junior/Senior (18 months to 12 years),Parks,1997/12/31,53.596808,-113.559910,"(53.596807864151785, -113.55991031091489)",POINT (-113.55991031091489 53.596807864151785),3430,WELLINGTON
723,304,Belgravia Park Playground,11540 73 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2008/12/31,53.509573,-113.531004,"(53.5095730808084, -113.53100351371984)",POINT (-113.53100351371984 53.5095730808084),5040,BELGRAVIA
400,3668,Sister Annata Brockman Playground,365 Hemingway Rd NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.489995,-113.683542,"(53.489994910597105, -113.68354199269943)",POINT (-113.68354199269943 53.489994910597105),4461,THE HAMPTONS
709,1645,Beacon Heights Park Tot Lot,3424 119 A Avenue NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,1960/12/31,53.572901,-113.395949,"(53.57290083398193, -113.39594929849248)",POINT (-113.39594929849248 53.57290083398193),2040,BEACON HEIGHTS
857,3654,Rosenthal Playground,1070 Rosenthal Blvd NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.517375,-113.699160,"(53.517375201960775, -113.6991602810374)",POINT (-113.6991602810374 53.517375201960775),4750,ROSENTHAL
594,134,Grace Martin School,8210 36 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2003/12/31,53.469179,-113.455243,"(53.469178630395035, -113.45524282796836)",POINT (-113.45524282796836 53.469178630395035),6600,RICHFIELD
643,3369,Brightview School Playground,15425 106 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.548723,-113.587661,"(53.548723361181054, -113.58766054680743)",POINT (-113.58766054680743 53.548723361181054),4090,CANORA
675,120,Avonmore Community League,7340 78 Street NW,Playground,Sand,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.510211,-113.448152,"(53.51021077249181, -113.4481519234364)",POINT (-113.4481519234364 53.51021077249181),6020,AVONMORE
780,1673,Dermott Playground,8610 81 Street NW,Playground,Engineered Wood Fibre,Unknown,Senior (6 to 12 years),Parks,2020/11/05,53.523089,-113.453746,"(53.5230888403893, -113.45374592016239)",POINT (-113.45374592016239 53.5230888403893),6320,IDYLWYLDE
682,3645,Cameron Heights Park Playground,3250 Cameron Heights Way NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.473261,-113.636331,"(53.473260793720186, -113.63633064534335)",POINT (-113.63633064534335 53.473260793720186),4466,CAMERON HEIGHTS
592,983,Ellerslie Crossing,Edwards Drive - 5 Avenue SW,Playground,Pour In Place Rubber,Wheelchair Accessible,Senior (6 to 12 years),Parks,2009/12/31,53.428956,-113.458462,"(53.428956063691814, -113.45846213575975)",POINT (-113.45846213575975 53.428956063691814),6211,ELLERSLIE
207,1678,Mayliewan Park,7503 161A Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2005/12/31,53.621984,-113.459309,"(53.62198379255174, -113.45930897136407)",POINT (-113.45930897136407 53.62198379255174),2511,MAYLIEWAN
322,62,Kilkenny Park/CL Barnett School,7245 149A Avenue NW,Playground,Ground,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.610028,-113.450691,"(53.61002841694469, -113.45069145518318)",POINT (-113.45069145518318 53.61002841694469),2410,KILKENNY
369,3602,Magrath Heights,MaGrath Rd. & MaGrath BLVD.,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2012/12/31,53.449490,-113.559437,"(53.44948973485799, -113.55943738279305)",POINT (-113.55943738279305 53.44948973485799),5476,MAGRATH HEIGHTS
298,101,Laurier Heights School Playground,8210 142 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.516747,-113.567233,"(53.51674726626483, -113.56723254635997)",POINT (-113.56723254635997 53.51674726626483),3270,LAURIER HEIGHTS
727,157,Capilano School,10720 54 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2014/12/31,53.555854,-113.422243,"(53.55585383096448, -113.42224319558338)",POINT (-113.42224319558338 53.55585383096448),6061,CAPILANO
543,588,Charles Simmonds Park,7830 115 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1977/12/31,53.515530,-113.531004,"(53.51553048875908, -113.53100402521845)",POINT (-113.53100402521845 53.51553048875908),5290,MCKERNAN
789,3731,Laurel Special Playground,1732 25 Street NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2019/12/31,53.447939,-113.377488,"(53.44793852901497, -113.377487786735)",POINT (-113.377487786735 53.44793852901497),6444,LAUREL
276,317,Keheewin School,1410 105 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2002/12/31,53.448429,-113.502748,"(53.44842861079293, -113.50274812516025)",POINT (-113.50274812516025 53.44842861079293),5250,KEHEEWIN
554,3283,Blackmud Park,Blackmud Creek - Baker Close,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2010/12/31,53.420203,-113.513118,"(53.42020255839918, -113.51311811302092)",POINT (-113.51311811302092 53.42020255839918),5453,BLACKMUD CREEK
238,589,McKernan Park,7535 112 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1989/12/31,53.511050,-113.518917,"(53.511050263833184, -113.51891737673472)",POINT (-113.51891737673472 53.511050263833184),5290,MCKERNAN
390,140,Holyrood School,82 Street - 94 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,1992/12/31,53.531027,-113.450887,"(53.531027050222185, -113.45088669768303)",POINT (-113.45088669768303 53.531027050222185),6310,HOLYROOD
